time (us),flowVelocityX[cm/s],secFlowVelocityX[cm/s]
146417910,12,6
146418913,12,6
146419956,12,6
146420959,12,6
146421932,12,6
146422934,12,6
146423931,12,6
146424940,12,6
146425939,12,6
146426943,12,6
146427948,4,6
146428950,4,6
146429952,4,6
146430955,4,6
146431954,4,6
146432968,4,6
146433964,4,6
146434977,4,6
146435972,4,-4
146437022,4,-4
146437981,-1,-4
146438981,-1,-4
146440008,-1,-4
146441027,-1,-4
146441990,-1,-4
146443010,-1,-4
146443999,-1,-4
146445007,-1,-4
146446038,-1,-4
146447046,-1,-4
146448052,-1,-4
146449059,-1,-4
146450059,-1,-4
146451062,-1,-4
146452068,-1,-4
146453076,-1,-4
146454072,-1,-4
146455080,-1,-4
146456088,-1,-4
146457152,-1,-4
146458101,-8,-4
146459108,-8,-4
146460151,-8,-4
146461157,-8,-4
146462124,-8,-4
146463138,-8,-4
146464142,-8,-4
146465150,-8,-4
146466149,-8,-4
146467150,-8,-4
146468154,17,-4
146469152,17,-4
146470156,17,-4
146471161,17,-4
146472171,17,-4
146473243,17,-4
146474245,17,-4
146475245,17,-4
146476248,17,-4
146477295,17,-4
146478256,-15,-4
146479261,-15,-4
146480271,-15,-4
146481306,-15,-4
146482297,-15,-4
146483298,-15,-4
146484309,-15,-4
146485306,-15,-4
146486308,-15,-4
146487312,-15,-4
146488317,36,-4
146489319,36,-3
146490326,36,-3
146491326,36,-3
146492339,36,-3
146493342,36,-3
146494347,36,-3
146495336,36,-3
146496348,36,-3
146497394,36,-3
146498355,17,-3
146499372,17,-3
146500365,17,-3
146501408,17,-3
146502377,17,-3
146503387,17,-3
146504394,17,-3
146505465,17,-3
146506471,17,-3
146507478,17,-3
146508487,-15,-3
146509493,-15,-3
146510495,-14,-3
146511505,-14,-3
146512510,-14,-3
146513522,-14,-3
146514527,-14,-3
146515526,-14,-3
146516529,-14,-3
146517581,-14,-3
146518566,14,-3
146519600,14,-3
146520607,14,-3
146521574,14,-3
146522575,14,-3
146523586,14,-3
146524596,14,-3
146525590,14,-3
146526590,14,-3
146527600,14,-3
146528599,26,-3
146529603,26,-3
146530610,26,-3
146531618,26,-3
146532624,26,-3
146533629,26,-3
146534639,26,-3
146535636,26,-3
146536669,26,10
146537726,26,10
146538676,26,10
146539720,26,10
146540740,26,10
146541690,26,10
146542842,26,10
146543851,26,10
146544861,26,10
146545852,26,10
146546915,26,10
146547920,26,10
146548929,15,10
146549931,15,10
146550933,15,10
146551943,15,10
146552941,15,10
146553951,15,10
146554960,15,10
146555957,15,10
146556964,15,10
146558010,15,10
146558967,28,10
146560019,28,10
146561055,28,10
146561989,28,10
146563010,28,10
146564017,28,10
146565015,28,10
146566013,28,10
146567020,28,10
146568022,28,10
146569025,-1,10
146570026,-1,10
146571025,-1,10
146572033,-1,10
146573035,-1,10
146574056,-1,10
146575206,-1,10
146576202,-1,10
146577203,-1,10
146578252,-1,10
146579335,17,10
146580320,17,10
146581370,17,10
146582323,17,10
146583388,17,10
146584404,17,10
146585399,17,10
146586397,17,10
146587400,17,10
146588404,17,10
146589410,37,10
146590415,37,10
146591419,37,10
146592419,37,10
146593426,37,10
146594445,37,10
146595437,37,10
146596439,37,10
146597445,37,10
146598546,37,10
146599523,15,10
146600547,15,10
146601500,15,10
146602598,15,10
146603606,15,10
146604615,15,10
146605621,15,10
146606620,15,10
146607648,15,10
146608648,15,10
146609660,16,10
146610687,16,10
146611798,16,10
146612753,16,10
146613754,16,10
146614767,16,10
146615781,16,10
146616812,16,10
146617852,16,10
146618890,16,10
146620004,10,10
146620996,10,10
146621995,10,10
146622975,10,10
146624022,10,10
146624993,10,10
146626000,10,10
146627001,10,10
146628005,10,10
146629007,10,10
146630021,3,10
146631021,3,10
146632055,3,10
146633020,3,10
146634034,3,10
146635028,3,10
146636025,3,10
146637061,3,10
146638040,3,87
146639083,3,87
146640043,28,87
146641053,28,87
146642053,28,87
146643054,28,87
146644097,28,87
146645121,28,87
146646122,28,87
146647126,28,87
146648127,28,87
146649131,28,87
146650164,17,87
146651204,17,87
146652385,17,87
146653340,17,87
146654348,17,87
146655347,17,87
146656346,17,87
146657383,17,87
146658372,17,87
146659405,17,87
146660366,13,87
146661375,13,87
146662383,13,87
146663400,13,87
146664435,13,87
146665396,13,87
146666393,13,87
146667401,13,87
146668401,13,87
146669412,13,87
146670453,-11,87
146671469,-11,87
146672509,-11,87
146673512,-10,87
146674514,-7,58
146675522,-7,58
146676536,-7,58
146677553,-7,58
146678564,-7,58
146679588,-7,58
146680569,13,58
146681575,13,58
146682585,13,58
146683627,13,58
146684792,13,58
146685744,13,58
146686742,13,58
146687745,13,58
146688746,13,58
146689747,13,58
146690771,9,58
146691877,10,58
146692864,10,58
146693872,10,58
146694876,10,58
146695885,10,58
146696917,10,58
146697934,10,58
146698890,10,58
146699941,10,58
146700896,-6,58
146701906,-6,58
146702907,-6,58
146703968,-6,58
146704947,-2,26
146705932,-2,26
146706926,-2,26
146707930,-2,26
146708941,-2,26
146709941,-2,26
146710953,7,26
146712000,7,26
146712960,7,26
146713965,7,26
146714962,7,26
146715976,7,26
146717017,7,26
146718109,7,26
146719100,7,26
146720158,7,26
146721106,19,26
146722115,19,26
146723123,19,26
146724139,19,26
146725186,19,26
146726143,19,26
146727139,19,26
146728143,19,26
146729152,19,26
146730189,19,27
146731178,7,27
146732169,7,27
146733171,7,27
146734185,7,27
146735187,7,26
146736196,7,26
146737190,7,26
146738265,7,26
146739497,7,16
146740491,7,16
146741440,-1,16
146742446,-1,16
146743487,-1,16
146744462,-1,16
146745478,-1,16
146746471,-1,16
146747468,-1,16
146748480,-1,16
146749482,-1,16
146750514,-1,16
146751652,17,16
146752656,17,16
146753659,17,16
146754655,17,16
146755655,17,16
146756685,17,16
146757668,17,16
146758717,17,16
146759674,17,16
146760715,17,16
146761672,6,16
146762676,6,16
146763721,6,16
146764849,6,16
146765859,6,15
146766848,6,15
146767851,6,15
146768856,6,15
146769866,6,15
146770865,6,15
146772003,0,15
146772957,0,15
146773970,0,15
146774968,0,15
146775980,0,15
146777029,0,15
146778007,0,15
146778998,0,15
146780010,0,15
146781056,0,15
146782014,8,15
146783013,8,15
146784112,8,15
146785182,8,15
146786191,8,15
146787197,8,15
146788200,8,15
146789200,8,15
146790244,8,15
146791253,8,15
146792205,7,15
146793210,7,15
146794210,7,15
146795218,7,15
146796224,7,16
146797269,7,16
146798249,7,16
146799238,7,16
146800249,7,16
146801294,7,16
146802246,10,16
146803250,10,16
146804395,10,16
146805448,10,16
146806397,10,16
146807412,10,16
146808615,10,16
146809615,10,16
146810667,10,16
146811644,10,16
146812710,1,16
146813722,1,16
146814718,1,16
146815718,1,16
146816764,1,16
146817751,1,16
146818802,1,16
146819753,1,16
146820765,1,16
146821807,1,16
146822759,20,16
146823811,20,16
146824787,20,16
146825772,20,16
146826817,21,17
146827825,21,17
146828827,21,17
146829837,21,17
146830850,21,21
146832012,21,21
146832958,21,21
146833968,21,21
146834967,21,21
146835974,21,21
146837092,21,21
146838081,21,21
146839069,21,21
146840068,21,21
146841120,21,21
146842165,21,21
146843125,2,21
146844137,2,21
146845230,2,21
146846182,2,21
146847183,2,21
146848189,2,21
146849186,2,21
146850230,2,21
146851225,2,21
146852197,2,21
146853202,12,21
146854204,12,21
146855213,12,21
146856219,12,21
146857257,12,21
146858280,12,22
146859227,12,22
146860227,12,22
146861239,12,22
146862286,12,22
146863243,4,22
146864254,4,22
146865266,4,22
146866262,4,22
146867269,4,22
146868273,4,22
146869283,4,22
146870321,4,22
146871348,4,22
146872300,4,22
146873309,15,22
146874306,15,22
146875307,15,22
146876310,15,22
146877346,15,22
146878432,15,22
146879526,15,22
146880534,15,22
146881539,15,22
146882581,15,22
146883690,-3,22
146884697,-3,22
146885649,-3,22
146886650,-3,22
146887653,-3,21
146888662,-3,21
146889664,-3,21
146890695,-3,21
146891689,-3,21
146892673,-3,21
146893679,11,21
146894677,11,21
146895679,11,21
146896704,11,21
146897684,11,21
146898743,11,21
146899696,11,21
146900699,11,21
146901702,11,21
146902753,11,21
146903819,11,21
146904792,11,21
146905781,11,21
146906783,11,21
146907783,11,21
146908789,11,21
146909791,11,21
146910796,11,21
146911852,11,21
146912798,11,21
146913801,12,21
146914813,12,21
146915819,12,21
146916863,12,21
146917827,12,22
146918834,12,22
146919835,12,22
146920839,12,22
146921857,12,22
146922898,12,22
146923899,2,22
146925048,2,22
146926001,2,22
146927008,2,22
146928013,2,22
146929023,2,22
146930046,2,22
146931034,2,22
146932060,2,22
146933049,2,22
146934049,9,22
146935047,9,22
146936138,9,22
146937178,9,22
146938192,9,22
146939147,9,22
146940143,9,22
146941143,9,22
146942150,9,9
146943204,9,9
146944322,11,9
146945339,11,9
146946327,11,9
146947334,11,9
146948571,11,9
146949581,11,9
146950625,11,9
146951596,11,9
146952598,11,9
146953596,11,9
146954599,-1,9
146955597,-1,9
146956616,-1,9
146957612,-1,9
146958673,-1,9
146959628,-1,9
146960629,-1,9
146961633,-1,9
146962645,-1,9
146963743,-1,9
146964671,9,9
146965657,9,9
146966660,9,9
146967663,9,9
146968785,9,9
146969793,9,9
146970801,9,9
146971851,9,9
146972838,9,9
146973836,9,9
146974839,8,9
146975842,8,9
146976887,8,9
146977949,8,9
146978966,8,9
146979957,8,9
146980952,8,9
146981961,8,9
146982977,9,9
146984058,9,9
146985036,6,9
146985987,6,9
146986995,6,9
146987990,6,9
146988999,6,9
146990030,6,9
146991013,6,9
146992071,6,9
146993074,6,9
146994063,6,9
146995069,11,9
146996082,11,9
146997130,11,9
146998132,11,9
146999087,11,9
147000101,11,9
147001099,11,9
147002202,11,9
147003216,11,9
147004259,11,9
147005231,-2,9
147006259,-2,9
147007265,-2,9
147008274,-2,9
147009277,-2,9
147010325,-2,9
147011337,-2,9
147012292,-2,9
147013303,-2,9
147014297,-2,9
147015303,14,9
147016307,14,9
147017339,14,9
147018330,14,9
147019321,14,9
147020326,14,9
147021322,14,9
147022333,14,9
147023361,14,9
147024429,14,9
147025432,9,9
147026386,9,9
147027393,9,9
147028396,9,9
147029403,9,9
147030459,9,9
147031431,9,9
147032413,9,9
147033422,9,9
147034422,9,9
147035627,7,12
147036641,7,12
147037634,7,12
147038693,7,12
147039645,7,12
147040658,7,12
147041661,7,12
147042675,7,12
147043718,7,12
147044737,7,12
147045685,-1,12
147046691,-1,12
147047697,-1,12
147048706,-1,12
147049715,-1,12
147050766,-1,12
147051722,-1,12
147052731,-1,12
147053726,-1,12
147054729,-1,12
147055737,6,12
147056781,6,12
147057760,6,12
147058799,6,12
147059780,6,12
147060788,6,12
147061789,6,12
147062800,6,12
147063844,6,12
147065037,6,12
147065976,-3,12
147066979,-3,12
147067986,-3,12
147068993,-3,12
147070015,-3,12
147071014,-3,12
147072064,-3,12
147073028,-3,12
147074027,-3,12
147075032,-3,12
147076038,6,12
147077082,6,12
147078119,6,12
147079106,6,12
147080113,6,12
147081122,6,12
147082122,6,12
147083135,6,12
147084150,6,12
147085238,6,12
147086148,15,12
147087155,15,12
147088158,15,12
147089160,15,12
147090203,15,12
147091197,15,12
147092172,15,12
147093184,15,12
147094182,15,12
147095188,15,12
147096182,4,12
147097227,4,12
147098237,4,12
147099193,4,12
147100195,4,12
147101206,4,12
147102301,4,12
147103304,4,12
147104316,4,12
147105382,4,12
147106507,5,12
147107511,5,12
147108511,5,12
147109512,5,12
147110562,5,12
147111724,5,12
147112681,5,12
147113680,5,12
147114695,5,12
147115698,5,12
147116720,5,12
147117718,5,12
147118733,5,12
147119716,5,12
147120719,5,12
147121723,5,12
147122739,5,12
147123778,5,12
147124780,5,12
147125783,5,12
147126738,8,12
147127735,8,12
147128751,8,12
147129742,8,12
147130760,8,12
147131776,8,12
147132766,8,12
147133764,8,12
147134858,8,12
147135861,8,12
147136904,9,12
147137923,9,12
147138943,9,12
147139945,9,12
147140951,9,12
147141959,9,12
147142969,9,12
147144001,9,12
147144984,9,12
147146025,9,12
147147089,2,12
147148091,2,12
147149091,2,12
147150104,2,12
147151137,2,12
147152099,2,12
147153100,2,12
147154200,2,12
147155201,2,12
147156205,2,12
147157240,8,12
147158308,8,12
147159261,8,12
147160263,8,12
147161265,8,11
147162280,8,11
147163281,8,11
147164298,8,11
147165306,8,11
147166344,8,11
147167323,7,11
147168326,7,11
147169326,7,11
147170377,7,11
147171547,7,11
147172508,7,11
147173500,7,11
147174503,7,11
147175611,7,11
147176623,7,11
147177626,6,11
147178640,6,11
147179663,6,11
147180670,6,11
147181671,6,11
147182679,6,11
147183711,6,11
147184722,6,11
147185682,6,11
147186739,6,11
147187689,1,11
147188696,1,11
147189702,1,11
147190732,1,11
147191727,1,11
147192719,1,11
147193716,1,11
147194717,1,11
147195723,1,11
147196755,1,11
147197735,19,11
147198789,19,11
147199873,19,11
147200881,19,11
147201886,19,11
147202896,19,11
147203929,19,11
147204930,19,11
147205919,19,11
147206986,19,11
147207930,5,11
147208938,5,11
147209939,5,11
147210955,5,11
147212007,5,11
147212962,5,11
147213963,5,11
147214970,5,11
147215971,5,11
147217017,5,11
147217994,5,11
147219015,5,11
147220017,5,11
147221015,5,11
147222022,5,12
147223029,5,12
147224069,5,12
147225080,5,12
147226033,5,12
147227104,5,12
147228048,5,12
147229054,1,12
147230092,1,12
147231074,1,12
147232094,1,12
147233082,1,12
147234089,1,12
147235091,1,12
147236089,1,12
147237148,1,12
147238153,1,5
147239106,7,5
147240113,7,5
147241119,7,5
147242125,7,5
147243132,7,5
147244135,7,5
147245207,7,5
147246189,7,5
147247251,7,5
147248203,7,5
147249201,8,5
147250239,8,5
147251239,8,5
147252243,8,5
147253243,8,5
147254241,8,5
147255250,8,5
147256256,8,5
147257307,8,5
147258315,8,5
147259274,0,5
147260273,0,5
147261280,0,5
147262292,0,5
147263305,0,5
147264307,0,5
147265366,0,5
147266356,0,5
147267426,0,5
147268364,0,5
147269391,10,5
147270441,10,5
147271454,10,5
147272411,10,5
147273447,10,5
147274448,10,5
147275455,10,5
147276462,10,5
147277572,10,5
147278532,10,5
147279539,6,5
147280542,6,5
147281550,6,5
147282560,6,5
147283562,6,5
147284600,6,5
147285620,6,5
147286577,6,5
147287629,6,5
147288580,6,5
147289584,6,5
147290629,6,5
147291613,6,5
147292606,6,5
147293592,6,5
147294591,6,5
147295596,6,5
147296597,6,5
147297608,6,5
147298753,6,5
147299717,7,5
147300721,7,5
147301719,7,5
147302721,7,5
147303769,7,5
147304758,7,5
147305738,7,5
147306739,7,5
147307794,7,5
147308745,7,5
147309749,14,5
147310768,14,5
147311801,14,5
147312758,14,5
147313764,14,5
147314766,14,5
147315770,14,5
147316806,14,5
147317800,14,5
147318789,14,5
147319789,7,5
147320797,7,5
147321812,7,5
147322808,7,5
147323866,7,5
147324861,7,5
147325818,7,5
147326824,7,5
147327886,7,5
147328840,7,5
147329857,-2,5
147330869,-2,5
147331893,-2,5
147332881,-2,5
147333886,-2,5
147334882,-2,5
147335885,-2,5
147336921,-2,5
147337936,-2,5
147338912,-2,5
147339914,15,7
147340913,15,7
147341915,15,7
147342919,15,7
147343967,15,7
147345064,15,7
147346048,15,7
147347049,15,7
147348091,15,7
147349062,15,7
147350073,1,7
147351092,1,7
147352068,1,7
147353065,1,7
147354071,1,7
147355070,1,7
147356078,1,7
147357112,1,7
147358121,1,7
147359094,1,7
147360098,8,7
147361100,8,7
147362112,8,7
147363113,8,7
147364133,8,7
147365137,8,7
147366121,8,7
147367130,8,7
147368179,8,7
147369145,8,7
147370183,0,7
147371214,0,7
147372184,0,7
147373179,0,7
147374190,0,7
147375194,0,7
147376199,0,7
147377233,0,7
147378205,0,7
147379214,0,7
147380229,11,7
147381233,11,7
147382246,11,7
147383242,11,7
147384250,11,7
147385296,11,7
147386253,11,7
147387256,11,7
147388298,11,7
147389268,11,7
147390304,9,7
147391377,9,7
147392394,9,7
147393375,9,7
147394390,9,7
147395391,9,7
147396396,9,7
147397409,9,7
147398509,9,7
147399464,9,7
147400464,8,7
147401467,8,7
147402474,8,7
147403505,8,7
147404488,8,7
147405501,8,7
147406672,8,7
147407678,8,7
147408728,8,7
147409704,8,7
147410743,8,7
147411770,8,7
147412713,8,7
147413722,8,7
147414732,8,7
147415728,8,7
147416763,8,7
147417732,8,7
147418753,8,7
147419749,8,7
147420745,5,7
147421759,5,7
147422756,5,7
147423809,5,7
147424831,5,7
147425775,5,7
147426782,5,7
147427783,5,7
147428837,5,7
147429792,5,7
147430873,0,7
147431890,0,7
147432875,0,7
147433880,0,8
147434896,0,8
147435896,0,8
147436935,0,8
147437988,0,8
147439001,0,8
147439996,0,8
147440999,1,7
147442006,1,7
147443002,1,7
147444043,1,7
147445094,1,7
147446103,1,7
147447091,1,7
147448091,1,7
147449132,1,7
147450134,1,7
147451127,10,7
147452111,10,7
147453111,10,7
147454112,10,7
147455119,10,7
147456115,10,7
147457163,10,7
147458178,10,7
147459216,10,7
147460220,10,7
147461224,1,7
147462226,1,7
147463239,1,7
147464244,1,7
147465269,1,7
147466250,1,7
147467321,1,7
147468326,1,7
147469377,1,7
147470379,1,7
147471577,1,7
147472521,1,7
147473528,1,7
147474531,1,7
147475539,1,7
147476536,1,7
147477550,1,7
147478564,1,7
147479554,1,7
147480560,1,7
147481582,1,7
147482570,1,7
147483611,1,7
147484797,1,7
147485758,1,7
147486760,1,7
147487768,1,7
147488768,1,7
147489818,1,7
147490788,1,7
147491946,2,7
147492929,2,7
147493936,2,7
147494942,2,7
147495978,2,7
147497015,2,7
147498034,2,7
147498987,2,7
147499997,2,7
147500999,2,7
147502005,7,7
147503006,7,7
147504122,7,7
147505125,7,7
147506119,7,7
147507117,7,7
147508124,7,7
147509131,7,7
147510312,7,7
147511357,7,7
147512293,5,7
147513292,5,7
147514294,5,7
147515298,5,7
147516308,5,7
147517348,5,7
147518335,5,7
147519322,5,7
147520331,5,7
147521343,5,7
147522337,5,7
147523357,5,7
147524499,5,7
147525554,5,7
147526506,5,7
147527506,5,7
147528505,5,7
147529507,5,7
147530601,5,7
147531757,5,7
147532836,3,7
147533840,3,7
147534840,3,7
147535847,3,7
147536981,3,7
147538005,3,7
147538955,3,7
147539959,3,7
147540967,3,7
147541979,3,7
147542979,6,5
147544015,6,5
147544999,6,5
147545990,6,5
147547002,6,5
147548011,6,5
147549007,6,5
147550018,6,5
147551108,6,5
147552033,6,5
147553033,0,5
147554036,0,5
147555042,0,5
147556041,0,5
147557196,0,5
147558212,0,5
147559156,0,5
147560158,0,5
147561164,0,5
147562167,0,5
147563168,14,5
147564179,14,5
147565260,14,5
147566250,14,5
147567247,14,5
147568251,14,5
147569255,14,5
147570266,14,5
147571368,14,5
147572330,14,5
147573283,-2,5
147574289,-2,5
147575312,-2,5
147576319,-2,5
147577353,-2,5
147578466,-2,5
147579441,-2,5
147580443,-2,5
147581450,-2,5
147582453,-2,5
147583488,7,5
147584466,7,5
147585523,7,5
147586472,7,5
147587482,7,5
147588485,7,5
147589484,7,5
147590539,7,5
147591548,7,5
147592510,7,5
147593530,2,5
147594535,2,5
147595543,2,5
147596546,2,5
147597553,2,5
147598694,2,5
147599642,2,5
147600646,2,5
147601655,2,5
147602715,2,5
147603755,1,5
147604743,1,5
147605734,1,5
147606733,1,5
147607746,1,5
147608759,1,5
147609752,1,5
147610769,1,5
147611861,1,5
147612775,1,5
147613776,11,5
147614780,11,5
147615790,11,5
147616829,11,5
147617805,11,5
147618808,11,5
147619807,11,5
147620804,11,5
147621804,11,5
147622927,11,5
147623968,0,5
147624997,0,5
147625959,0,5
147627013,0,5
147628009,0,5
147629013,0,5
147630015,0,5
147631082,0,5
147632129,0,5
147633081,0,5
147634091,1,5
147635096,1,5
147636103,1,5
147637145,1,5
147638162,1,5
147639117,1,5
147640110,1,5
147641118,1,5
147642118,1,5
147643126,1,5
147644144,0,6
147645147,0,6
147646136,0,6
147647141,0,6
147648141,0,6
147649151,0,6
147650179,0,6
147651172,0,6
147652190,0,6
147653153,0,6
147654159,0,6
147655255,0,6
147656259,0,6
147657307,0,6
147658325,0,6
147659325,0,6
147660323,0,6
147661330,0,6
147662335,0,6
147663358,0,6
147664358,0,6
147665364,0,6
147666350,0,6
147667392,0,6
147668396,0,6
147669401,0,6
147670437,0,6
147671582,0,6
147672572,0,6
147673529,0,6
147674534,10,6
147675532,10,6
147676541,10,6
147677552,10,6
147678571,10,6
147679564,10,6
147680561,10,6
147681562,10,6
147682561,10,6
147683610,10,6
147684627,0,6
147685572,0,6
147686574,0,6
147687577,0,6
147688711,0,6
147689723,0,6
147690752,0,6
147691746,0,6
147692865,0,6
147693837,0,6
147694835,0,6
147695836,0,6
147696881,0,6
147697948,0,6
147698905,0,6
147699911,0,6
147700909,0,6
147701913,0,6
147702912,0,6
147703964,0,6
147704967,0,6
147705976,8,6
147706962,8,6
147707964,8,6
147708964,8,6
147709973,8,6
147710983,8,6
147712034,8,6
147713031,8,6
147713991,8,6
147715001,8,6
147715999,10,6
147717043,10,6
147718194,10,6
147719182,10,6
147720186,10,6
147721190,10,6
147722187,10,6
147723258,10,6
147724253,10,6
147725315,10,6
147726258,8,6
147727270,8,6
147728263,8,6
147729268,8,6
147730308,8,6
147731467,8,6
147732452,8,6
147733495,8,6
147734463,8,6
147735487,8,6
147736480,8,7
147737491,8,7
147738532,8,7
147739484,8,7
147740495,8,7
147741494,8,7
147742499,8,7
147743542,8,7
147744527,8,7
147745518,8,7
147746518,-1,7
147747521,-1,7
147748524,-1,7
147749529,-1,7
147750586,-1,7
147751548,-1,7
147752542,-1,7
147753590,-1,7
147754548,-1,7
147755649,-1,7
147756662,6,7
147757650,6,7
147758705,6,7
147759658,6,7
147760668,6,7
147761658,6,7
147762666,6,7
147763784,6,7
147764963,6,7
147765954,6,7
147766951,0,7
147767954,0,7
147768955,0,7
147769958,0,7
147770979,0,7
147772014,0,7
147772963,0,7
147774006,0,7
147774966,0,7
147775977,0,7
147777020,0,7
147778001,0,7
147778986,0,7
147779993,0,7
147781007,0,7
147781997,0,7
147783005,0,7
147784039,0,7
147785066,0,7
147786026,0,7
147787023,12,7
147788188,12,7
147789186,12,7
147790228,12,7
147791237,12,7
147792245,12,7
147793251,12,7
147794294,12,7
147795264,12,7
147796295,12,7
147797320,18,7
147798347,18,7
147799312,18,7
147800382,18,7
147801391,18,7
147802388,18,7
147803422,18,7
147804405,18,7
147805425,18,7
147806415,18,7
147807410,10,7
147808415,10,7
147809414,10,7
147810462,10,7
147811519,10,7
147812464,10,7
147813471,10,7
147814518,10,7
147815479,10,7
147816490,10,7
147817493,12,7
147818509,12,7
147819491,12,7
147820560,12,7
147821560,12,7
147822559,12,7
147823604,12,7
147824662,12,7
147825707,12,7
147826667,12,7
147827673,8,7
147828710,8,7
147829714,8,7
147830749,8,7
147831744,8,7
147832850,8,7
147833854,8,7
147834974,8,7
147835936,8,7
147836986,8,7
147837998,0,13
147838956,0,13
147839963,0,13
147840969,0,13
147841974,0,13
147842970,0,13
147844009,0,13
147844995,0,13
147845982,0,13
147846999,0,13
147847989,-1,13
147848998,-1,13
147850011,-1,13
147851055,-1,13
147852017,-1,13
147853084,-1,13
147854090,-1,13
147855137,-1,13
147856097,-1,13
147857219,-1,13
147858341,-1,13
147859295,16,13
147860307,16,13
147861376,16,13
147862387,16,13
147863411,16,13
147864384,16,13
147865434,16,13
147866418,16,13
147867565,16,13
147868565,16,13
147869562,4,13
147870623,4,13
147871625,4,13
147872582,4,13
147873584,4,13
147874584,4,13
147875631,4,13
147876591,4,13
147877610,4,13
147878622,4,13
147879611,7,13
147880621,7,13
147881616,7,13
147882621,7,13
147883657,7,13
147884669,7,13
147885741,7,13
147886749,7,13
147887757,7,13
147888757,7,13
147889762,13,13
147890804,13,14
147891800,13,14
147892791,13,14
147893801,13,14
147894804,13,14
147895846,13,14
147896848,13,14
147897920,13,14
147898957,13,14
147899911,14,14
147900915,14,14
147901918,14,14
147902928,14,14
147903974,14,14
147905062,14,14
147906050,14,14
147907043,14,14
147908051,14,14
147909048,14,14
147910077,11,14
147911061,11,14
147912110,11,14
147913076,11,14
147914075,11,14
147915075,11,14
147916122,11,14
147917118,11,14
147918341,11,14
147919317,11,14
147920324,7,14
147921325,7,14
147922341,7,14
147923372,7,14
147924359,7,14
147925412,7,14
147926412,7,14
147927416,7,14
147928440,7,14
147929430,7,14
147930542,2,14
147931511,2,14
147932495,2,14
147933499,2,14
147934501,2,14
147935501,2,14
147936544,2,14
147937509,2,14
147938566,2,14
147939517,2,14
147940538,-16,8
147941544,-16,8
147942536,-16,8
147943581,-16,8
147944562,-16,8
147945550,-16,8
147946549,-16,8
147947559,-16,8
147948568,-16,8
147949563,-16,8
147950702,-6,8
147951701,-6,8
147952707,-6,8
147953716,-6,8
147954720,-6,8
147955723,-6,8
147956793,-6,8
147957733,-6,8
147958794,-6,8
147959743,-6,8
147960748,-7,8
147961750,-7,8
147962798,-7,8
147963853,-7,8
147964868,-7,8
147965883,-7,8
147966872,-7,8
147967875,-7,8
147968883,-7,8
147969877,-7,8
147970889,15,8
147971936,15,8
147972892,15,8
147973906,15,8
147974908,15,8
147975922,15,8
147977006,15,8
147977935,15,8
147978923,15,8
147979925,15,8
147980925,8,8
147981928,8,8
147982991,8,8
147984050,8,8
147985005,8,8
147986008,8,8
147987074,8,8
147988082,8,8
147989086,8,8
147990090,8,8
147991201,-3,8
147992180,-3,8
147993221,-3,8
147994183,-3,8
147995185,-3,8
147996186,-3,8
147997284,-3,8
147998437,-3,8
147999433,-3,8
148000434,-3,8
148001433,-4,8
148002439,-4,8
148003480,-4,8
148004461,-4,8
148005494,-4,8
148006451,-4,8
148007451,-4,8
148008452,-4,8
148009458,-4,8
148010500,-4,8
148011486,16,8
148012463,17,8
148013465,17,8
148014480,17,8
148015583,17,8
148016587,17,8
148017645,17,8
148018648,17,8
148019614,17,8
148020614,17,8
148021618,16,8
148022618,16,8
148023678,16,8
148024665,16,8
148025653,16,8
148026655,16,8
148027650,16,8
148028662,16,8
148029673,16,8
148030699,16,8
148031718,17,8
148032670,17,8
148033670,17,8
148034682,17,8
148035681,17,8
148036695,17,8
148037734,17,8
148038708,17,8
148039702,17,8
148040705,17,8
148041702,53,14
148042702,56,14
148043748,56,14
148044839,56,14
148045792,56,14
148046800,56,14
148047799,56,14
148048801,56,14
148049899,56,14
148050942,56,14
148051906,6,14
148052909,6,14
148053935,6,14
148054948,6,14
148055949,6,14
148056986,6,14
148058073,6,14
148059071,6,14
148060033,6,14
148061034,6,14
148062119,6,14
148063120,6,14
148064139,6,14
148065148,6,14
148066133,6,14
148067135,6,14
148068140,6,14
148069142,6,14
148070193,6,14
148071243,6,14
148072195,4,14
148073196,4,15
148074201,4,15
148075215,4,15
148076211,4,15
148077256,4,15
148078281,4,15
148079229,4,15
148080228,4,15
148081228,4,15
148082239,4,15
148083238,4,15
148084248,4,15
148085301,4,15
148086249,4,15
148087251,4,15
148088254,4,15
148089263,4,15
148090314,4,15
148091387,4,15
148092393,4,15
148093382,6,15
148094389,6,15
148095395,6,15
148096398,6,15
148097440,6,15
148098504,6,15
148099412,6,15
148100417,6,15
148101428,6,15
148102419,6,15
148103456,-7,17
148104433,-7,17
148105455,-7,17
148106437,-7,17
148107443,-7,17
148108451,-7,17
148109462,-7,17
148110512,-7,17
148111483,-7,17
148112475,-7,17
148113478,5,17
148114481,5,17
148115571,5,17
148116566,5,17
148117580,5,17
148118670,5,17
148119677,5,17
148120680,5,17
148121693,5,17
148122685,5,17
148123723,0,17
148124712,0,17
148125700,0,17
148126696,0,17
148127813,0,17
148128812,0,17
148129836,0,17
148130839,0,17
148131895,0,17
148132843,0,17
148133842,6,24
148134848,6,24
148135859,6,24
148136889,6,24
148137956,6,24
148139010,6,24
148139962,6,24
148140959,6,24
148141968,6,24
